"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","RNA_snn_res.0.5","seurat_clusters","RNA_snn_res.0.8"
"cell_1870","cell",1027,721,0,"6","6","6"
"cell_1871","cell",1023,726,0.293255131964809,"0","0","0"
"cell_1872","cell",1026,667,0.292397660818713,"5","5","5"
"cell_1873","cell",1025,731,0,"1","1","1"
"cell_1874","cell",1023,781,0,"1","1","1"
"cell_1875","cell",1021,726,0,"6","6","6"
"cell_1876","cell",1021,770,0.29382957884427,"2","2","2"
"cell_1877","cell",1016,725,0,"2","2","2"
"cell_1878","cell",1022,752,0.0978473581213307,"2","2","2"
"cell_1879","cell",1023,753,0.195503421309873,"2","2","2"
"cell_1880","cell",1021,771,0,"2","2","2"
"cell_1881","cell",1018,619,0.294695481335953,"3","3","3"
"cell_1882","cell",1016,727,0,"2","2","2"
"cell_1883","cell",1017,694,0,"2","2","2"
"cell_1884","cell",1016,727,0,"2","2","2"
"cell_1885","cell",1017,714,0.0983284169124877,"2","2","2"
"cell_1886","cell",1016,780,0,"4","4","4"
"cell_1887","cell",1016,741,0.196850393700787,"0","0","0"
"cell_1888","cell",1014,656,0.0986193293885602,"3","3","3"
"cell_1889","cell",1009,697,0.297324083250743,"1","1","1"
"cell_1890","cell",1014,757,0,"2","2","2"
"cell_1891","cell",1012,777,2.07509881422925,"0","0","0"
"cell_1892","cell",1011,755,0.39564787339268,"1","1","1"
"cell_1893","cell",1012,707,0.197628458498024,"1","1","1"
"cell_1894","cell",1012,734,0.494071146245059,"0","0","0"
"cell_1895","cell",1010,709,0.198019801980198,"0","0","0"
"cell_1896","cell",1008,720,0.198412698412698,"1","1","1"
"cell_1897","cell",1009,691,0.198216055500496,"0","0","0"
"cell_1898","cell",1009,730,0,"0","1","1"
"cell_1899","cell",1008,613,0,"0","0","0"
"cell_1900","cell",1005,783,0.298507462686567,"2","1","1"
"cell_1901","cell",1007,742,0.297914597815293,"1","1","1"
"cell_1902","cell",1004,675,0,"1","1","1"
"cell_1903","cell",1004,700,0.298804780876494,"1","1","1"
"cell_1904","cell",1006,696,0.198807157057654,"0","0","0"
"cell_1905","cell",1006,707,0.596421471172962,"0","0","0"
"cell_1906","cell",1003,629,0.0997008973080758,"3","3","3"
"cell_1907","cell",1001,725,0.699300699300699,"0","0","0"
"cell_1908","cell",998,760,0.701402805611222,"0","0","0"
"cell_1909","cell",1000,715,1.1,"0","0","0"
"cell_1910","cell",1000,689,0.1,"3","3","3"
"cell_1911","cell",991,735,0,"1","1","1"
"cell_1912","cell",1000,746,0.1,"2","2","2"
"cell_1913","cell",995,736,0,"0","1","1"
"cell_1914","cell",995,685,0.201005025125628,"7","7","7"
"cell_1915","cell",996,682,0.100401606425703,"5","5","5"
"cell_1916","cell",996,755,0.903614457831325,"0","0","0"
"cell_1917","cell",995,702,0.100502512562814,"2","2","2"
"cell_1918","cell",993,693,0.201409869083585,"2","1","1"
"cell_1919","cell",994,700,0,"0","0","0"
"cell_1920","cell",994,777,0.402414486921529,"4","4","4"
"cell_1921","cell",994,704,0,"5","5","5"
"cell_1922","cell",991,771,0.302724520686176,"1","1","1"
"cell_1923","cell",995,689,0.100502512562814,"6","6","6"
"cell_1924","cell",992,765,0.201612903225806,"1","1","1"
"cell_1925","cell",992,596,0.30241935483871,"3","3","3"
"cell_1926","cell",990,739,0.202020202020202,"1","1","1"
"cell_1927","cell",992,721,0.201612903225806,"0","0","0"
"cell_1928","cell",993,699,0,"4","4","4"
"cell_1929","cell",988,701,0.101214574898785,"1","1","1"
"cell_1930","cell",990,763,0.707070707070707,"1","1","1"
"cell_1931","cell",987,619,0.303951367781155,"0","0","0"
"cell_1932","cell",985,671,0.101522842639594,"2","2","2"
"cell_1933","cell",983,738,0.508646998982706,"0","8","8"
"cell_1934","cell",987,705,1.31712259371834,"0","0","0"
"cell_1935","cell",987,687,0.101317122593718,"8","9","9"
"cell_1936","cell",985,655,0.101522842639594,"3","3","3"
"cell_1937","cell",981,730,0.101936799184506,"5","5","5"
"cell_1938","cell",987,708,0.101317122593718,"2","2","2"
"cell_1939","cell",984,702,0.609756097560976,"2","2","2"
"cell_1940","cell",984,766,0,"4","4","4"
"cell_1941","cell",985,691,0.304568527918782,"7","7","7"
"cell_1942","cell",984,640,0.508130081300813,"3","3","3"
"cell_1943","cell",984,669,0.40650406504065,"5","5","5"
"cell_1944","cell",980,681,0.306122448979592,"2","2","2"
"cell_1945","cell",983,705,0.610376398779247,"0","0","0"
"cell_1946","cell",983,746,0.81383519837233,"0","0","0"
"cell_1947","cell",978,737,0.408997955010225,"7","7","7"
"cell_1948","cell",982,682,0,"0","0","0"
"cell_1949","cell",979,724,0.408580183861083,"1","1","1"
"cell_1950","cell",980,696,0,"2","2","2"
"cell_1951","cell",980,625,0.408163265306122,"6","6","6"
"cell_1952","cell",977,701,0.204708290685773,"1","1","1"
"cell_1953","cell",976,646,0,"3","3","3"
"cell_1954","cell",979,722,0.102145045965271,"5","5","5"
"cell_1955","cell",976,721,0.307377049180328,"4","4","4"
"cell_1956","cell",977,740,0.102354145342886,"2","2","2"
"cell_1957","cell",974,688,0.308008213552361,"0","0","0"
"cell_1958","cell",975,694,0.307692307692308,"0","0","0"
"cell_1959","cell",973,678,0.411099691675231,"1","1","1"
"cell_1960","cell",973,682,0.205549845837616,"1","1","1"
"cell_1961","cell",971,712,0.514933058702369,"0","0","0"
"cell_1962","cell",970,666,0.206185567010309,"2","10","10"
"cell_1963","cell",968,690,0.413223140495868,"2","2","2"
"cell_1964","cell",968,674,0.103305785123967,"0","0","0"
"cell_1965","cell",967,578,0.31023784901758,"3","3","3"
"cell_1966","cell",968,672,0.516528925619835,"0","0","0"
"cell_1967","cell",966,695,0.20703933747412,"2","2","2"
"cell_1968","cell",965,632,0.414507772020725,"3","3","3"
"cell_1969","cell",966,689,0.93167701863354,"0","0","0"
"cell_1970","cell",966,741,0.20703933747412,"4","4","4"
"cell_1971","cell",960,696,0.416666666666667,"1","1","1"
"cell_1972","cell",962,705,1.03950103950104,"0","0","0"
"cell_1973","cell",962,689,0.103950103950104,"4","4","4"
"cell_1974","cell",962,689,0.103950103950104,"0","0","0"
"cell_1975","cell",960,699,0.208333333333333,"0","0","0"
"cell_1976","cell",955,670,0.418848167539267,"0","1","1"
"cell_1977","cell",960,665,0.104166666666667,"1","1","1"
"cell_1978","cell",954,686,0,"2","2","2"
"cell_1979","cell",958,738,0.104384133611691,"0","0","0"
"cell_1980","cell",958,705,0.208768267223382,"2","2","2"
"cell_1981","cell",957,697,0.626959247648903,"0","0","0"
"cell_1982","cell",956,735,0,"1","1","1"
"cell_1983","cell",956,670,0,"0","0","0"
"cell_1984","cell",956,713,0.209205020920502,"1","1","1"
"cell_1985","cell",955,761,0,"2","2","2"
"cell_1986","cell",950,656,1.05263157894737,"7","7","7"
"cell_1987","cell",957,586,0.104493207941484,"0","0","0"
"cell_1988","cell",957,612,0,"1","1","1"
"cell_1989","cell",955,570,0.732984293193717,"3","3","3"
"cell_1990","cell",956,694,1.46443514644351,"5","5","5"
"cell_1991","cell",954,722,0.10482180293501,"2","2","2"
"cell_1992","cell",956,567,0,"3","3","3"
"cell_1993","cell",951,706,1.47213459516299,"0","0","0"
"cell_1994","cell",949,693,0.105374077976818,"1","1","1"
"cell_1995","cell",952,615,0.210084033613445,"0","0","0"
"cell_1996","cell",944,718,0,"6","6","6"
"cell_1997","cell",946,707,0.528541226215645,"3","3","3"
"cell_1998","cell",950,671,0.105263157894737,"1","1","1"
"cell_1999","cell",950,666,0.105263157894737,"1","1","1"
"cell_2000","cell",947,741,0,"2","2","2"
"cell_2001","cell",945,690,0.105820105820106,"1","1","1"
"cell_2002","cell",943,688,0,"0","0","0"
"cell_2003","cell",947,705,1.79514255543823,"0","0","0"
"cell_2004","cell",945,687,0,"2","2","2"
"cell_2005","cell",944,703,0.105932203389831,"2","2","2"
"cell_2006","cell",946,614,0.951374207188161,"3","3","3"
"cell_2007","cell",940,658,0.319148936170213,"0","0","0"
"cell_2008","cell",937,613,0.213447171824973,"0","0","0"
"cell_2009","cell",937,680,0.426894343649947,"1","1","1"
"cell_2010","cell",943,610,0,"3","3","3"
"cell_2011","cell",942,676,0.106157112526539,"4","4","4"
"cell_2012","cell",939,728,0,"4","4","4"
"cell_2013","cell",940,665,2.87234042553191,"0","0","0"
"cell_2014","cell",939,734,0.425985090521832,"2","2","2"
"cell_2015","cell",939,665,0,"2","1","1"
"cell_2016","cell",940,595,0.531914893617021,"3","3","3"
"cell_2017","cell",938,685,0.639658848614073,"4","4","4"
"cell_2018","cell",936,717,0.213675213675214,"4","4","4"
"cell_2019","cell",937,695,0,"4","4","4"
"cell_2020","cell",937,608,0.426894343649947,"3","3","3"
"cell_2021","cell",937,632,0.213447171824973,"1","1","1"
"cell_2022","cell",933,664,0.214362272240086,"1","1","1"
"cell_2023","cell",933,716,0.214362272240086,"0","0","0"
"cell_2024","cell",934,661,0.107066381156317,"0","0","0"
"cell_2025","cell",934,688,0.107066381156317,"0","0","0"
"cell_2026","cell",934,648,0.642398286937901,"2","2","2"
"cell_2027","cell",933,667,0.321543408360129,"0","0","0"
"cell_2028","cell",934,712,0.428265524625268,"1","1","1"
"cell_2029","cell",935,636,0.641711229946524,"0","0","0"
"cell_2030","cell",931,695,0.429645542427497,"0","0","0"
"cell_2031","cell",931,667,1.61117078410312,"0","0","0"
"cell_2032","cell",931,637,0.107411385606874,"1","1","1"
"cell_2033","cell",929,659,0.645855758880517,"1","11","11"
"cell_2034","cell",930,675,0.21505376344086,"2","2","2"
"cell_2035","cell",928,624,0.323275862068966,"2","2","2"
"cell_2036","cell",927,617,0.323624595469256,"1","12","12"
"cell_2037","cell",932,704,0.321888412017167,"4","4","4"
"cell_2038","cell",916,620,0.218340611353712,"1","12","12"
"cell_2039","cell",929,702,0.107642626480086,"5","5","5"
"cell_2040","cell",930,649,0.32258064516129,"0","0","0"
"cell_2041","cell",927,661,0.107874865156419,"2","2","2"
"cell_2042","cell",926,696,0,"6","6","6"
"cell_2043","cell",923,657,0,"0","0","0"
"cell_2044","cell",925,701,0.216216216216216,"4","4","4"
"cell_2045","cell",923,684,0,"2","1","1"
"cell_2046","cell",921,670,0.542888165038002,"8","9","9"
"cell_2047","cell",923,676,0.216684723726977,"1","1","1"
"cell_2048","cell",927,628,0.107874865156419,"4","4","4"
"cell_2049","cell",924,633,0.216450216450216,"2","2","2"
"cell_2050","cell",924,686,0.541125541125541,"2","1","1"
"cell_2051","cell",922,693,0.108459869848156,"6","6","6"
"cell_2052","cell",922,634,0.108459869848156,"1","1","1"
"cell_2053","cell",920,662,0.326086956521739,"0","0","0"
"cell_2054","cell",921,572,0.217155266015201,"0","0","0"
"cell_2055","cell",919,622,0.217627856365615,"7","7","7"
"cell_2056","cell",919,655,0.43525571273123,"5","5","5"
"cell_2057","cell",919,660,1.08813928182807,"0","0","0"
"cell_2058","cell",918,672,0,"4","4","4"
"cell_2059","cell",916,654,0,"0","0","0"
"cell_2060","cell",916,672,0.109170305676856,"0","0","0"
"cell_2061","cell",915,579,0.109289617486339,"3","3","3"
"cell_2062","cell",914,703,0,"1","1","1"
"cell_2063","cell",915,687,0.218579234972678,"1","1","1"
"cell_2064","cell",913,624,0.219058050383352,"2","2","2"
"cell_2065","cell",915,652,0,"0","0","0"
"cell_2067","cell",909,694,0,"2","2","2"
"cell_2068","cell",913,663,0.109529025191676,"2","2","2"
"cell_2069","cell",913,639,0.109529025191676,"2","2","2"
"cell_2070","cell",912,618,0.657894736842105,"3","3","3"
"cell_2071","cell",912,683,0.109649122807018,"1","1","1"
"cell_2072","cell",912,695,0,"1","1","1"
"cell_2073","cell",908,688,0.220264317180617,"2","2","2"
"cell_2074","cell",911,642,0.109769484083425,"2","10","10"
"cell_2075","cell",911,628,0.329308452250274,"8","9","9"
"cell_2076","cell",910,623,0.32967032967033,"0","0","0"
"cell_2077","cell",908,650,0.440528634361234,"1","1","1"
"cell_2078","cell",909,635,0.11001100110011,"6","6","6"
"cell_2079","cell",909,597,0,"3","3","3"
"cell_2080","cell",904,715,0.663716814159292,"1","1","1"
"cell_2081","cell",907,591,0.551267916207277,"3","3","3"
"cell_2082","cell",907,631,0.330760749724366,"2","2","2"
"cell_2083","cell",908,629,0.110132158590308,"4","4","4"
"cell_2084","cell",908,625,0.330396475770925,"0","0","0"
"cell_2085","cell",906,651,0.11037527593819,"0","0","0"
"cell_2086","cell",903,627,0.553709856035437,"3","3","3"
"cell_2087","cell",904,659,0,"1","1","1"
"cell_2088","cell",901,644,0.776914539400666,"0","0","0"
"cell_2089","cell",898,703,0.44543429844098,"2","2","2"
"cell_2090","cell",901,676,0.554938956714761,"1","1","1"
"cell_2091","cell",898,684,0.22271714922049,"2","2","2"
"cell_2092","cell",900,637,0.111111111111111,"1","1","1"
"cell_2093","cell",899,678,0.222469410456062,"5","5","5"
"cell_2094","cell",899,683,0,"5","5","5"
"cell_2095","cell",898,671,0.111358574610245,"0","0","0"
"cell_2096","cell",898,609,0.22271714922049,"6","6","6"
"cell_2097","cell",896,596,0.111607142857143,"0","0","0"
"cell_2098","cell",894,679,0.335570469798658,"4","4","4"
"cell_2099","cell",896,667,0.446428571428571,"1","1","1"
"cell_2100","cell",897,611,0.111482720178372,"2","2","2"
"cell_2101","cell",896,623,1.11607142857143,"1","1","1"
"cell_2102","cell",891,640,0.448933782267116,"2","2","2"
"cell_2103","cell",896,673,0.669642857142857,"0","0","0"
"cell_2104","cell",896,670,0,"0","0","0"
"cell_2105","cell",894,643,0.559284116331096,"7","7","7"
"cell_2106","cell",894,689,0.223713646532438,"1","1","1"
"cell_2107","cell",895,643,0.335195530726257,"0","0","0"
"cell_2108","cell",894,556,0.335570469798658,"3","3","3"
"cell_2109","cell",893,687,0.111982082866741,"2","2","2"
"cell_2110","cell",893,636,0.111982082866741,"0","0","0"
"cell_2111","cell",890,682,0.224719101123596,"2","2","2"
"cell_2112","cell",891,620,0,"6","6","6"
"cell_2113","cell",892,642,0.336322869955157,"1","1","1"
"cell_2114","cell",892,651,0.560538116591928,"0","0","0"
"cell_2115","cell",891,630,0.224466891133558,"1","1","1"
"cell_2116","cell",890,636,0,"2","2","2"
"cell_2117","cell",889,613,0.112485939257593,"8","9","9"
"cell_2118","cell",889,673,0.224971878515186,"4","4","4"
"cell_2119","cell",889,610,0,"1","1","1"
"cell_2120","cell",889,655,0.562429696287964,"1","1","1"
"cell_2121","cell",889,576,0.112485939257593,"3","3","3"
"cell_2122","cell",886,650,0,"6","6","6"
"cell_2123","cell",888,561,0.112612612612613,"6","6","6"
"cell_2124","cell",888,646,0.112612612612613,"5","5","5"
"cell_2125","cell",887,639,0.225479143179256,"1","1","1"
"cell_2126","cell",886,687,1.12866817155756,"1","12","12"
"cell_2127","cell",883,620,0.339750849377123,"1","1","1"
"cell_2128","cell",884,641,0,"1","12","12"
"cell_2129","cell",885,673,0.564971751412429,"2","2","2"
"cell_2130","cell",880,638,0.227272727272727,"1","1","1"
"cell_2131","cell",882,633,0,"1","1","1"
"cell_2132","cell",883,524,0.453001132502831,"3","3","3"
"cell_2133","cell",882,679,0.226757369614512,"2","2","2"
"cell_2134","cell",884,674,0.113122171945701,"2","2","2"
"cell_2135","cell",878,662,0.113895216400911,"2","2","2"
"cell_2136","cell",880,661,0,"1","1","1"
"cell_2137","cell",881,659,0.227014755959137,"1","1","1"
"cell_2138","cell",878,647,0,"1","1","1"
"cell_2139","cell",877,613,0.228050171037628,"2","2","2"
"cell_2140","cell",878,630,0.113895216400911,"7","7","7"
"cell_2141","cell",878,653,0.683371298405467,"4","4","4"
"cell_2142","cell",877,650,0,"4","4","4"
"cell_2143","cell",877,611,0.570125427594071,"0","0","0"
"cell_2144","cell",878,626,0.227790432801822,"0","0","0"
"cell_2145","cell",878,632,0,"1","1","1"
"cell_2146","cell",874,574,0.34324942791762,"3","3","3"
"cell_2147","cell",873,603,0.801832760595647,"3","3","3"
"cell_2148","cell",875,617,0.457142857142857,"1","1","1"
"cell_2149","cell",875,627,0.228571428571429,"5","5","5"
"cell_2150","cell",873,634,2.52004581901489,"0","0","0"
"cell_2151","cell",873,639,0.801832760595647,"1","1","1"
"cell_2152","cell",873,644,0,"0","8","8"
"cell_2153","cell",872,626,0.344036697247706,"0","0","0"
"cell_2154","cell",873,655,0.11454753722795,"1","1","1"
"cell_2155","cell",869,704,0,"1","1","1"
"cell_2156","cell",874,644,0,"2","2","2"
"cell_2157","cell",869,622,0.345224395857307,"0","0","0"
"cell_2158","cell",871,619,0,"2","2","2"
"cell_2159","cell",871,630,0.114810562571757,"2","2","2"
"cell_2160","cell",873,585,0.801832760595647,"0","0","0"
"cell_2161","cell",870,620,0,"1","1","1"
"cell_2162","cell",871,647,0.229621125143513,"2","2","2"
"cell_2163","cell",871,648,0.114810562571757,"0","0","0"
"cell_2164","cell",872,676,0,"6","6","6"
"cell_2165","cell",868,614,0.230414746543779,"2","2","2"
"cell_2166","cell",870,598,0.114942528735632,"1","9","9"
"cell_2167","cell",870,647,0.114942528735632,"0","0","0"
"cell_2168","cell",869,638,0.115074798619102,"2","2","2"
"cell_2169","cell",866,635,0.23094688221709,"2","2","2"
"cell_2170","cell",871,571,0.803673938002296,"5","5","5"
"cell_2171","cell",869,689,0.230149597238205,"1","1","1"
"cell_2172","cell",866,616,0.115473441108545,"1","1","1"
"cell_2173","cell",867,654,0.115340253748558,"2","2","2"
"cell_2174","cell",862,634,0.580046403712297,"0","0","0"
"cell_2175","cell",865,686,0,"1","1","1"
"cell_2176","cell",863,622,3.12862108922364,"0","0","0"
"cell_2177","cell",864,515,0.231481481481481,"3","3","3"
"cell_2178","cell",863,574,0,"1","1","1"
"cell_2179","cell",862,517,0.696055684454756,"3","3","3"
"cell_2180","cell",861,511,0.580720092915215,"3","3","3"
"cell_2181","cell",859,649,0.232828870779977,"1","1","1"
"cell_2182","cell",861,678,0,"4","2","2"
"cell_2183","cell",857,496,0.700116686114352,"3","3","3"
"cell_2184","cell",858,657,0.699300699300699,"2","2","2"
"cell_2185","cell",861,584,0,"0","8","8"
"cell_2186","cell",860,664,0.232558139534884,"2","2","2"
"cell_2187","cell",857,654,0.116686114352392,"2","2","2"
"cell_2188","cell",858,610,0.233100233100233,"2","2","2"
"cell_2189","cell",857,579,0.233372228704784,"6","6","6"
"cell_2190","cell",855,621,0.350877192982456,"6","6","6"
"cell_2191","cell",857,668,0,"2","2","2"
"cell_2192","cell",855,661,0.350877192982456,"0","0","0"
"cell_2193","cell",854,650,0.234192037470726,"0","8","8"
"cell_2194","cell",848,622,0,"0","0","0"
"cell_2195","cell",855,508,0.701754385964912,"3","3","3"
"cell_2196","cell",852,685,0.234741784037559,"0","0","0"
"cell_2197","cell",853,639,0.117233294255569,"2","2","2"
"cell_2198","cell",853,582,0,"2","2","2"
"cell_2199","cell",850,613,1.76470588235294,"3","3","3"
"cell_2200","cell",851,575,1.29259694477086,"3","3","3"
"cell_2201","cell",853,608,0.468933177022274,"0","0","0"
"cell_2202","cell",851,633,0.235017626321974,"1","1","1"
"cell_2203","cell",850,536,0.352941176470588,"3","3","3"
"cell_2204","cell",840,593,0,"3","3","3"
"cell_2205","cell",849,662,0,"1","1","1"
"cell_2206","cell",848,627,0.235849056603774,"2","2","2"
"cell_2207","cell",844,604,0.4739336492891,"3","3","3"
"cell_2208","cell",848,665,0,"1","1","1"
"cell_2209","cell",846,572,0.236406619385343,"2","2","2"
"cell_2210","cell",845,599,0.591715976331361,"3","3","3"
"cell_2211","cell",845,606,0,"4","4","4"
"cell_2212","cell",843,585,0.355871886120996,"8","9","9"
"cell_2213","cell",845,575,0.710059171597633,"0","0","0"
"cell_2214","cell",841,615,0.118906064209275,"1","1","1"
"cell_2215","cell",844,618,0,"1","1","1"
"cell_2216","cell",842,624,0.118764845605701,"1","1","1"
"cell_2217","cell",843,631,0,"2","2","2"
"cell_2218","cell",842,615,0.237529691211401,"0","0","0"
"cell_2219","cell",836,655,0.717703349282297,"1","1","1"
"cell_2220","cell",839,652,0.238379022646007,"0","0","0"
"cell_2221","cell",839,579,0.715137067938021,"3","3","3"
"cell_2222","cell",840,622,0.238095238095238,"0","0","0"
"cell_2223","cell",838,639,0.238663484486874,"2","10","10"
"cell_2224","cell",839,536,0.953516090584029,"3","3","3"
"cell_2225","cell",833,623,0.120048019207683,"5","5","5"
"cell_2226","cell",833,617,0.120048019207683,"6","6","6"
"cell_2227","cell",833,577,0.120048019207683,"0","0","0"
"cell_2228","cell",835,479,0.479041916167665,"3","3","3"
"cell_2229","cell",836,634,1.07655502392344,"0","0","0"
"cell_2230","cell",835,618,0.119760479041916,"1","1","1"
"cell_2231","cell",830,597,2.04819277108434,"0","0","0"
"cell_2232","cell",827,638,0.241837968561064,"1","1","1"
"cell_2233","cell",828,636,0.36231884057971,"2","2","2"
"cell_2234","cell",829,538,0.60313630880579,"3","3","3"
"cell_2235","cell",827,592,0.241837968561064,"5","5","5"
"cell_2236","cell",827,605,0.846432889963724,"0","0","0"
"cell_2237","cell",827,523,0.120918984280532,"0","0","0"
"cell_2238","cell",827,569,0.725513905683192,"3","3","3"
"cell_2239","cell",827,483,0,"3","3","3"
"cell_2240","cell",825,554,0,"4","4","4"
"cell_2241","cell",824,610,0.485436893203883,"0","0","0"
"cell_2242","cell",826,532,0.121065375302663,"5","5","5"
"cell_2243","cell",826,591,0,"0","8","8"
"cell_2244","cell",823,633,0,"0","0","0"
"cell_2245","cell",825,587,0.96969696969697,"4","4","4"
"cell_2246","cell",822,629,0.364963503649635,"2","2","2"
"cell_2247","cell",823,601,0,"0","0","0"
"cell_2248","cell",823,602,0.243013365735115,"0","0","0"
"cell_2249","cell",823,646,0.121506682867558,"0","0","0"
"cell_2250","cell",821,608,0,"4","4","4"
"cell_2251","cell",818,584,0.244498777506112,"1","1","1"
"cell_2252","cell",820,593,1.21951219512195,"0","0","0"
"cell_2253","cell",817,626,0.122399020807834,"1","2","2"
"cell_2254","cell",816,621,0,"1","1","1"
"cell_2255","cell",818,587,0.366748166259169,"1","2","2"
"cell_2256","cell",814,630,0.982800982800983,"0","0","0"
"cell_2257","cell",818,512,0.122249388753056,"3","3","3"
"cell_2258","cell",818,557,0.855745721271394,"6","6","6"
"cell_2259","cell",818,586,0,"7","7","7"
"cell_2260","cell",814,569,0.245700245700246,"2","2","2"
"cell_2261","cell",813,514,0,"3","3","3"
"cell_2262","cell",814,612,1.5970515970516,"0","0","0"
"cell_2263","cell",816,607,0.367647058823529,"0","0","0"
"cell_2264","cell",815,637,0.245398773006135,"1","1","1"
"cell_2265","cell",812,611,0.123152709359606,"2","2","2"
"cell_2266","cell",812,647,0.369458128078818,"4","4","4"
"cell_2267","cell",813,522,0,"3","3","3"
"cell_2268","cell",811,541,0.369913686806412,"0","0","0"
"cell_2269","cell",812,546,0.246305418719212,"0","0","0"
"cell_2270","cell",811,635,0.493218249075216,"0","0","0"
"cell_2271","cell",811,601,0.739827373612824,"2","2","2"
"cell_2272","cell",810,566,0,"0","0","0"
"cell_2273","cell",811,616,0.986436498150432,"0","0","0"
"cell_2274","cell",810,618,0.123456790123457,"5","5","5"
"cell_2275","cell",810,594,0,"2","2","2"
"cell_2276","cell",812,631,0.246305418719212,"1","1","1"
"cell_2277","cell",809,608,0,"1","1","1"
"cell_2278","cell",809,620,0,"4","4","4"
"cell_2279","cell",809,624,0.370828182941904,"0","0","0"
"cell_2280","cell",809,600,0.123609394313968,"5","5","5"
"cell_2281","cell",807,623,0.247831474597274,"2","2","2"
"cell_2282","cell",804,619,0.248756218905473,"1","1","1"
"cell_2283","cell",806,577,0.372208436724566,"2","2","2"
"cell_2284","cell",805,603,0,"2","2","2"
"cell_2285","cell",805,609,0.62111801242236,"2","1","1"
"cell_2286","cell",804,575,0,"1","1","1"
"cell_2287","cell",804,516,0.621890547263682,"3","3","3"
"cell_2288","cell",804,561,0.248756218905473,"1","1","1"
"cell_2289","cell",800,573,0,"1","1","1"
"cell_2290","cell",804,574,0,"0","0","0"
"cell_2291","cell",799,593,0.250312891113892,"2","2","2"
"cell_2292","cell",800,562,0.375,"0","0","0"
"cell_2293","cell",797,595,0,"6","6","6"
"cell_2294","cell",802,605,0.748129675810474,"0","0","0"
"cell_2295","cell",801,617,0.124843945068664,"2","2","2"
"cell_2296","cell",799,604,0.375469336670839,"2","2","2"
"cell_2297","cell",798,502,0.6265664160401,"3","3","3"
"cell_2298","cell",795,609,0,"2","2","2"
"cell_2299","cell",798,559,0.50125313283208,"0","0","0"
"cell_2300","cell",796,531,0.628140703517588,"0","0","0"
"cell_2301","cell",797,629,0.125470514429109,"6","6","6"
"cell_2302","cell",796,636,0.251256281407035,"4","4","4"
"cell_2303","cell",797,613,0,"1","2","2"
"cell_2304","cell",796,568,0.125628140703518,"1","1","1"
"cell_2305","cell",795,583,0,"2","2","2"
"cell_2306","cell",792,560,0.378787878787879,"1","1","1"
"cell_2307","cell",795,537,0.251572327044025,"3","3","3"
"cell_2308","cell",794,554,0.125944584382872,"7","7","7"
"cell_2309","cell",795,549,0.125786163522013,"3","3","3"
"cell_2310","cell",795,570,1.0062893081761,"0","0","0"
"cell_2311","cell",794,639,0.251889168765743,"1","1","1"
"cell_2312","cell",793,623,0.252206809583859,"1","1","1"
"cell_2313","cell",791,568,0,"4","4","4"
"cell_2314","cell",792,599,0,"1","1","1"
"cell_2315","cell",789,618,0.126742712294043,"2","2","2"
"cell_2316","cell",792,530,1.01010101010101,"3","3","3"
"cell_2317","cell",792,573,0.126262626262626,"0","0","0"
"cell_2318","cell",788,516,1.39593908629442,"3","3","3"
"cell_2319","cell",791,580,0.252844500632111,"1","1","1"
"cell_2320","cell",789,576,0,"6","6","6"
"cell_2321","cell",791,572,1.1378002528445,"2","2","2"
"cell_2322","cell",790,584,0.253164556962025,"0","0","0"
"cell_2323","cell",789,576,0.760456273764259,"0","0","0"
"cell_2324","cell",787,551,0,"1","1","1"
"cell_2325","cell",789,559,0.126742712294043,"2","2","2"
"cell_2326","cell",790,562,1.13924050632911,"0","0","0"
"cell_2327","cell",787,608,1.143583227446,"0","0","0"
"cell_2328","cell",788,536,0,"4","4","4"
"cell_2329","cell",788,581,0.253807106598985,"5","5","5"
"cell_2330","cell",786,606,0.127226463104326,"6","6","6"
"cell_2331","cell",783,597,0.255427841634738,"0","0","0"
"cell_2332","cell",786,541,0,"0","0","0"
"cell_2333","cell",784,475,0.127551020408163,"3","3","3"
"cell_2334","cell",782,625,0.255754475703325,"4","4","4"
"cell_2335","cell",783,524,0.383141762452107,"3","3","3"
"cell_2336","cell",781,580,0.128040973111396,"1","1","1"
"cell_2337","cell",780,580,0.128205128205128,"1","1","1"
"cell_2338","cell",780,565,0,"1","1","1"
"cell_2339","cell",779,594,0.385109114249037,"4","4","4"
"cell_2340","cell",780,485,0.641025641025641,"3","3","3"
"cell_2341","cell",778,578,0.38560411311054,"2","2","2"
"cell_2342","cell",780,587,0.384615384615385,"2","2","2"
"cell_2343","cell",778,503,0.38560411311054,"3","3","3"
"cell_2344","cell",779,544,0.770218228498075,"5","5","5"
"cell_2345","cell",775,521,0.129032258064516,"3","3","3"
"cell_2346","cell",777,507,0.643500643500644,"3","3","3"
"cell_2347","cell",777,581,0,"5","5","5"
"cell_2348","cell",773,553,0,"1","1","1"
"cell_2349","cell",776,588,0.128865979381443,"1","1","1"
"cell_2350","cell",776,592,0,"1","1","1"
"cell_2351","cell",773,542,0,"0","0","0"
"cell_2352","cell",771,610,0.12970168612192,"0","0","0"
"cell_2353","cell",772,596,1.16580310880829,"1","1","1"
"cell_2354","cell",771,568,0.259403372243839,"2","2","2"
"cell_2355","cell",771,568,0.259403372243839,"0","0","0"
